parkType,countryCode,countryName,name,latitude,longitude
national_park,DK,"Denmark","Wadden Sea",55.25,8.483333333
national_park,DJ,"Djibouti","Day Forest",11.8,42.683333333
national_park,DJ,"Djibouti","Yoboki",11.5103,42.1047
national_park,DM,"Dominica","Cabrits",15.586,-61.473
botanical_garden,DM,"Dominica","Dominica",15.301245,-61.381908
national_park,DM,"Dominica","Morne Diablotin",15.5,-61.4
national_park,DM,"Dominica","Morne Trois Pitons",15.266667,-61.283333
national_park,DO,"Dominican Republic","Anacaona",18.6,-71.13
national_park,DO,"Dominican Republic","Cotubanamá",18.2283,-68.683
botanical_garden,DO,"Dominican Republic","Dr. Rafael Ma. Moscoso National",18.4906,-69.9586
national_park,DO,"Dominican Republic","Jaragua",17.789228,-71.499023
botanical_garden,DO,"Dominican Republic","Jardín Botanico",4.51161,-75.65152
national_park,DO,"Dominican Republic","José Armando Bermúdez",19.288333333,-71.462777777
national_park,DO,"Dominican Republic","José del Carmen Ramírez",19.099480555,-71.228344444
national_park,DO,"Dominican Republic","La Gran Sabana",18.4,-71.383333333
national_park,DO,"Dominican Republic","Lago Enriqillo e Isla Cabritos",18.515,-71.660833
national_park,DO,"Dominican Republic","Los Haitises",19.02577,-69.62997
national_park,DO,"Dominican Republic","Monte Cristi",19.777042,-71.702271
national_park,DO,"Dominican Republic","Pueblo Viejo",19.2936,-70.5442
national_park,DO,"Dominican Republic","Sierra de Bahoruco",18.16,-71.5
national_park,DO,"Dominican Republic","Submarino La Caleta",18.4494,-69.6854
national_park,EC,"Ecuador","Antisana",-0.54,-78.03
botanical_garden,EC,"Ecuador","Atocha-La Liria",-1.241666666,-78.619722222
national_park,EC,"Ecuador","Cayambe Coca",0.05,-77.8
national_park,EC,"Ecuador","Cotopaxi",-0.684166666,-78.437222222
national_park,EC,"Ecuador","El Cajas",-2.846111111,-79.220277777
national_park,EC,"Ecuador","Galápagos",-0.333333333,-90
national_park,EC,"Ecuador","Llanganates",-1.13333333,-78.23333333
national_park,EC,"Ecuador","Machalilla",-1.5625,-80.83
national_park,EC,"Ecuador","Podocarpus",-4.28333333,-79
botanical_garden,EC,"Ecuador","Portoviejo",-1.041583,-80.453547
botanical_garden,EC,"Ecuador","Quito",-0.186175,-78.485112
national_park,EC,"Ecuador","Rio Negro Sopladora",-2.733852777,-78.54405
national_park,EC,"Ecuador","Sangay",-1.833333333,-78.333333333
national_park,EC,"Ecuador","Siete Iglesias Municipal Ecological Conservation Area",-3.1,-78.6
national_park,EC,"Ecuador","Sumaco Napo-Galeras",-0.383333,-77.55
theme_park,EC,"Ecuador","Vulqano Park",-0.191874,-78.5182
national_park,EC,"Ecuador","Yacurí",-4.706,-79.365
national_park,EC,"Ecuador","Yasuni",-0.77,-76.1
national_park,EG,"Egypt","Al-Fayrouz Garden",29.848076,31.334367
theme_park,EG,"Egypt","Amusement attractions at Abu el-Abbas el-Mursi Mosque",31.2051,29.8827
botanical_garden,EG,"Egypt","Aquarium Grotto Garden",30.056629,31.218705
botanical_garden,EG,"Egypt","Aswan",24.09366,32.88695
theme_park,EG,"Egypt","Dolphin World Egypt",26.99121,33.85269
theme_park,EG,"Egypt","Dream Park",29.9675,31.06
national_park,EG,"Egypt","Gabal Elba",22.9,35.34
national_park,EG,"Egypt","Gilf Kebir",23.75,25.833333333
national_park,EG,"Egypt","Green River Park",30.013889,31.656389
national_park,EG,"Egypt","International Park",30.04905,31.33649
theme_park,EG,"Egypt","Kouta Park",31.2846,30.0339
theme_park,EG,"Egypt","Luna Park, Cairo",30.092718,31.315358
theme_park,EG,"Egypt","Magic Land",29.9631,31.0249
theme_park,EG,"Egypt","Mini Egypt Park",26.98939,33.85288
botanical_garden,EG,"Egypt","Orman Garden",30.0292,31.2131
theme_park,EG,"Egypt","Pharaonic Village",29.997295,31.215216
theme_park,EG,"Egypt","Pickalbatros Jungle Aqua Park Resort",27.088875,33.823772
national_park,EG,"Egypt","Ras Muhammad",27.769444444,34.209722222
national_park,EG,"Egypt","Saint Katherine Protectorate",28.55,33.96666667
botanical_garden,EG,"Egypt","Thutmosis III",25.71776,32.65977
national_park,EG,"Egypt","Wadi el Gamal",24.3521,35.0487
national_park,EG,"Egypt","White Desert",27.277336111,28.200441666
national_park,SV,"El Salvador","El Boqueron",13.73333333,-89.28333333
national_park,SV,"El Salvador","El Imposible",13.84166667,-89.9575
botanical_garden,SV,"El Salvador","La Laguna",13.66995,-89.24675
national_park,SV,"El Salvador","Los Volcanes",13.8272,-89.6233
national_park,SV,"El Salvador","Montecristo",14.382413888,-89.388419444
theme_park,SV,"El Salvador","Sunset Park, La Libertad",13.486944444,-89.320833333
national_park,GQ,"Equatorial Guinea","Altos de Nsork",1.16,11.12
national_park,GQ,"Equatorial Guinea","Monte Alén",1.53,10.11
national_park,GQ,"Equatorial Guinea","Pico Basilé",3.58333333,8.76666667
national_park,ER,"Eritrea","Dahlak Marine",15.648,40.104
national_park,ER,"Eritrea","Semenawi Bahri",15.666666666,38.883333333
theme_park,EE,"Estonia","Atlantis H2O Aquapark",59.5085,24.8301
theme_park,EE,"Estonia","Kalev Spa Water Park",59.44,24.751111111
theme_park,EE,"Estonia","Lotte Village",58.304372079,24.591047034
theme_park,EE,"Estonia","Luna Luna",59.43686744,24.787495758
botanical_garden,EE,"Estonia","Luua Arboretum",58.64836111,26.59283333
botanical_garden,EE,"Estonia","Matsi Arboretum",59.348888888,25.335833333
theme_park,EE,"Estonia","Pokumaa",57.941817,26.585849
botanical_garden,EE,"Estonia","University of Tartu",58.384663,26.721153
theme_park,EE,"Estonia","Vembu-Tembumaa",59.228048973,24.709645604
national_park,SZ,"Eswatini","Hlane Royal",-26.25,31.88
national_park,ET,"Ethiopia","Abijatta-Shalla",7.5,38.5
national_park,ET,"Ethiopia","Alatish",11.09722222,35.06388889
national_park,ET,"Ethiopia","Awash",9,40
national_park,ET,"Ethiopia","Bale Mountains",6.75,39.75
national_park,ET,"Ethiopia","Chebera Churchura",6.87,36.66
national_park,ET,"Ethiopia","Gambela",8,34
national_park,ET,"Ethiopia","Geraille",4.568,40.255
national_park,ET,"Ethiopia","Kafta Sheraro",13.9997,37.0003
national_park,ET,"Ethiopia","Mago",5.66667,36.1667
national_park,ET,"Ethiopia","Maze",6.41666667,37.23333333
national_park,ET,"Ethiopia","Nechisar",6.033330555,37.5833
national_park,ET,"Ethiopia","Omo",6,35.83333333
national_park,ET,"Ethiopia","Senkelle Swayne's Hartebeest Sanctuary",7.18333333,38.33333333
national_park,ET,"Ethiopia","Simien Mountains",13.183333333,38.066666666
national_park,ET,"Ethiopia","Yabelo Wildlife Sanctuary",4.91667,38.4167
national_park,ET,"Ethiopia","Yangudi Rassa",11,40.8333
national_park,FJ,"Fiji","Koroyanitu",-17.677971723,177.598328884
botanical_garden,FJ,"Fiji","Thurston Gardens",-18.1491,178.4247
theme_park,FI,"Finland","Ålandsparken",60.0909,19.9321
theme_park,FI,"Finland","Angry Birds Land",61.506501845,23.74557003
botanical_garden,FI,"Finland","Anja's Park",61.6531,27.3768
botanical_garden,FI,"Finland","Arboretum Mustila",60.730833,26.424444
national_park,FI,"Finland","Archipelago",60,22
botanical_garden,FI,"Finland","Botania",62.60248,29.72369
national_park,FI,"Finland","Bothnian Bay",65.622777777,24.319444444
national_park,FI,"Finland","Bothnian Sea",60.979,21.0986
theme_park,FI,"Finland","Doghill",61.50373,23.73962
national_park,FI,"Finland","Eastern Gulf of Finland",60.28472222,27.27388889
national_park,FI,"Finland","Ekenäs Archipelago",59.82277778,23.45416667
theme_park,FI,"Finland","Elves village",67.86436997,24.861466433
theme_park,FI,"Finland","Flowpark",60.43083333,22.32083333
national_park,FI,"Finland","Hämeenlinna National Urban Park",61,24.466667
botanical_garden,FI,"Finland","Hatanpää Arboretum",61.4825,23.75
national_park,FI,"Finland","Helvetinjärvi",62.03333333,23.85
national_park,FI,"Finland","Hiidenportti",63.87277778,29.05861111
national_park,FI,"Finland","Hossa",65.441944444,29.555
botanical_garden,FI,"Finland","Hörtsänä Arboretum",61.711666666,24.32
national_park,FI,"Finland","Isojärvi",61.69833333,25.01083333
botanical_garden,FI,"Finland","Jyväskylä University",62.23625,25.732667
botanical_garden,FI,"Finland","Kaisaniemi",60.1722,24.9475
national_park,FI,"Finland","Kauhaneva–Pohjankangas",62.177277777,22.412583333
botanical_garden,FI,"Finland","Koivuhaka Arboretum",60.305,25.008
national_park,FI,"Finland","Koli",63.0575,29.88722222
national_park,FI,"Finland","Kolovesi",62.2575,28.81666667
botanical_garden,FI,"Finland","Kumpula",60.202312133,24.955394118
national_park,FI,"Finland","Kurjenrahka",60.72055556,22.38361111
national_park,FI,"Finland","Lauhanvuori",62.15194444,22.175
national_park,FI,"Finland","Leivonmäki",61.93333333,26.03333333
national_park,FI,"Finland","Lemmenjoki",68.61185,25.87152
national_park,FI,"Finland","Liesjärvi",60.68055556,23.85833333
theme_park,FI,"Finland","Linnanmäki",60.18833333,24.94027778
national_park,FI,"Finland","Linnansaari",62.11055556,28.50944444
botanical_garden,FI,"Finland","Meilahti Arboretum",60.1919,24.8898
theme_park,FI,"Finland","Moominworld",60.47305557,22.00472223
botanical_garden,FI,"Finland","Mynnilä Arboretum",61.55559,25.76368
theme_park,FI,"Finland","Neula",61.50527778,23.74388889
theme_park,FI,"Finland","Nokkakivi",62.245588,26.13862
national_park,FI,"Finland","Nuuksio",60.31666667,24.46666667
national_park,FI,"Finland","Oulanka",66.37305556,29.33861111
national_park,FI,"Finland","Päijänne",61.38666667,25.39333333
national_park,FI,"Finland","Pallas-Yllästunturi",68.0931,24.01989
national_park,FI,"Finland","Patvinsuo",63.11138889,30.70444444
national_park,FI,"Finland","Petkeljärvi",62.58333333,31.18333333
theme_park,FI,"Finland","Peukkula",62.235983,25.813794
theme_park,FI,"Finland","PowerPark",63.228330555,22.859719444
botanical_garden,FI,"Finland","Punkaharju arboretum",61.80166667,29.31527778
theme_park,FI,"Finland","Puuhamaa",60.8094351,24.612659
theme_park,FI,"Finland","Puuhapuisto Veijari",62.740278,25.173611
national_park,FI,"Finland","Puurijärvi-Isosuo",61.24916667,22.56694444
national_park,FI,"Finland","Pyhä-Häkki",62.84555556,25.4725
national_park,FI,"Finland","Pyhä-Luosto",67.06638889,26.97361111
national_park,FI,"Finland","Repovesi",61.18333333,26.88333333
national_park,FI,"Finland","Riisitunturi",66.23333333,28.5
national_park,FI,"Finland","Rokua",64.55611111,26.51
national_park,FI,"Finland","Salamajärvi",63.26666667,24.75
national_park,FI,"Finland","Salla",66.783333333,28.866666666
theme_park,FI,"Finland","Santa Claus Village",66.54354,25.846509
theme_park,FI,"Finland","Santa Park",66.54361111,25.84444444
theme_park,FI,"Finland","Särkänniemi",61.505277777,23.743888888
botanical_garden,FI,"Finland","Savonlinna Campus",61.868056,28.886111
national_park,FI,"Finland","Seitseminen",61.93333333,23.43333333
theme_park,FI,"Finland","Serena Waterpark",60.325833,24.740556
national_park,FI,"Finland","Sipoonkorpi",60.315,25.21888889
national_park,FI,"Finland","Southern Konnevesi",62.55,26.63333333
national_park,FI,"Finland","Syöte",65.7475,27.9119
national_park,FI,"Finland","Teijo",60.223888888,22.960277777
national_park,FI,"Finland","Tiilikkajärvi",63.6667,28.3
national_park,FI,"Finland","Torronsuo",60.73444444,23.61805556
theme_park,FI,"Finland","Tropiclandia",63.087778,21.586667
botanical_garden,FI,"Finland","Turku University",60.433333333,22.171944444
theme_park,FI,"Finland","Tykkimäki",60.884722,26.775556
botanical_garden,FI,"Finland","University of Helsinki",60.172222222,24.9475
botanical_garden,FI,"Finland","University of Kuopio",62.8933,27.6793
botanical_garden,FI,"Finland","University of Oulu",65.0631,25.4653
national_park,FI,"Finland","Urho Kekkonen",68.33878,28.34516
national_park,FI,"Finland","Valkmusa",60.56277778,26.70555556
theme_park,FI,"Finland","Vauhtipuisto",65.0284681,25.419462
botanical_garden,FI,"Finland","Viikki Arboretum",60.218,25.008
theme_park,FI,"Finland","Visulahti",61.700808333,27.343436111
theme_park,FI,"Finland","Wasalandia",63.0880105,21.5731215
botanical_garden,FI,"Finland","Winter Garden, Helsinki",60.185823394,24.931942094
botanical_garden,FR,"France","Abbaye de Chaalis - Roseraie",49.1475,2.686666666
theme_park,FR,"France","AkOatys",-21.263101,55.334239
botanical_garden,FR,"France","Alpin Daniella",45.8213,1.251
theme_park,FR,"France","Animaparc Occitanie",43.78753,1.13207
theme_park,FR,"France","Antibes Land",43.612944444,7.121861111
theme_park,FR,"France","Aqualand Bassin d'Arcachon",44.61778,-1.10041
theme_park,FR,"France","Aqualand Cap d'Agde",43.27962,3.49701
theme_park,FR,"France","Aquascope",46.665615,0.364933
botanical_garden,FR,"France","Arboretum Curie",44.730555555,3.589722222
botanical_garden,FR,"France","Arboretum d'Amance",48.7513,6.336
botanical_garden,FR,"France","Arboretum d'Arpajon-sur-Cère",44.9047,2.4575
botanical_garden,FR,"France","Arboretum d'Élan",49.65611111,4.75444444
botanical_garden,FR,"France","Arboretum d'Harcourt",49.173,0.788
botanical_garden,FR,"France","Arboretum d'Olhain",50.442431,2.57463
botanical_garden,FR,"France","Arboretum de Bains-les-Bains",47.999,6.233
botanical_garden,FR,"France","Arboretum de Balaine",46.697,3.2464
botanical_garden,FR,"France","Arboretum de Bellefontaine",48.72155,6.1328
botanical_garden,FR,"France","Arboretum de Beynost",45.84410032,4.99492764
botanical_garden,FR,"France","Arboretum de Born",44.56,3.56
botanical_garden,FR,"France","Arboretum de Calmels",43.709011111,2.695011111
botanical_garden,FR,"France","Arboretum de Camors",47.848611111,-2.999722222
botanical_garden,FR,"France","Arboretum de Cardeilhac",43.298333333,0.684444444
botanical_garden,FR,"France","Arboretum de Cazebonne",43.97,3.44
botanical_garden,FR,"France","Arboretum de Chamberet",45.589207,1.721074
botanical_garden,FR,"France","Arboretum de Charvols",45.3383,3.7331
botanical_garden,FR,"France","Arboretum de Chèvreloup",48.83027778,2.11166667
botanical_garden,FR,"France","Arboretum de Chevreuil",46.847215,6.006695
botanical_garden,FR,"France","Arboretum de Combe Noire",44.966666666,5.783333333
botanical_garden,FR,"France","Arboretum de Contrexéville",48.185277777,5.896388888
botanical_garden,FR,"France","Arboretum de Craonne",49.443061111,3.786661111
botanical_garden,FR,"France","Arboretum de Font-Romeu",42.516619,2.049873
botanical_garden,FR,"France","Arboretum de Fontenoy-le-Château",47.99166667,6.21944444
botanical_garden,FR,"France","Arboretum de Forêt Verte",49.513,1.08
botanical_garden,FR,"France","Arboretum de Fresse-sur-Moselle",47.876666666,6.788055555
botanical_garden,FR,"France","Arboretum de Gratteloup",43.178414,6.334535
botanical_garden,FR,"France","Arboretum de Grignon",48.8476,1.9433
botanical_garden,FR,"France","Arboretum de Guignicourt-sur-Vence",49.682222222,4.652777777
botanical_garden,FR,"France","Arboretum de Jouéou",42.7917,0.594722
botanical_garden,FR,"France","Arboretum de l'Abiétinée",48.70836667,6.19486111
botanical_garden,FR,"France","Arboretum de l'École du Breuil",48.82138889,2.45638889
botanical_garden,FR,"France","Arboretum de l'Étang David",50.1671,3.7045
botanical_garden,FR,"France","Arboretum de l'Étoile des Andaines",48.589258,-0.496801
botanical_garden,FR,"France","Arboretum de l'Hermet",45.23,4.4
botanical_garden,FR,"France","Arboretum de L'Hôpital",49.166666666,6.733333333
botanical_garden,FR,"France","Arboretum de l'Hort de Dieu",44.116977777,3.583038888
botanical_garden,FR,"France","Arboretum de l'Ile de la Ronde",46.30543,3.29334
botanical_garden,FR,"France","Arboretum de la Cude",47.72,6.26
botanical_garden,FR,"France","Arboretum de la Forêt d'Épinal",48.183333333,6.45
botanical_garden,FR,"France","Arboretum de la Fosse",47.776436,0.846462
botanical_garden,FR,"France","Arboretum de la Foux",44.131666666,3.384722222
botanical_garden,FR,"France","Arboretum de la Grand Prée",47.960694444,0.230638888
botanical_garden,FR,"France","Arboretum de la Hutte",48.045739,6.080377
botanical_garden,FR,"France","Arboretum de la Jonchère",46,1.468611111
botanical_garden,FR,"France","Arboretum de la Petite Loiterie",47.65,0.837
botanical_garden,FR,"France","Arboretum de la Pipe Qui Fume",49.85685,4.7719
botanical_garden,FR,"France","Arboretum de La Roche-Guyon",49.09888889,1.63972222
botanical_garden,FR,"France","Arboretum de la Sédelle",46.365839,1.607421
botanical_garden,FR,"France","Arboretum de la Sivrite",48.67,6.07
botanical_garden,FR,"France","Arboretum de la Tuillère",45.2753966,1.3213363
botanical_garden,FR,"France","Arboretum de la Vallée-aux-Loups",48.77165,2.27049
botanical_garden,FR,"France","Arboretum de Matton-Clémency",49.67005,5.21429
botanical_garden,FR,"France","Arboretum de Mazeley",47.95,5.75
botanical_garden,FR,"France","Arboretum de Montmorency",47.95,5.75
botanical_garden,FR,"France","Arboretum de Montsûrs",48.1347,-0.5525
botanical_garden,FR,"France","Arboretum de Neuville-de-Poitou",46.680846,0.245453
botanical_garden,FR,"France","Arboretum de Papuakeikaa",-8.921111111,-139.571111111
botanical_garden,FR,"France","Arboretum de Pézanin",46.34805556,4.48055556
botanical_garden,FR,"France","Arboretum de Podestat",44.851944444,0.483055555
botanical_garden,FR,"France","Arboretum de Puéchagut",43.990555555,3.571666666
botanical_garden,FR,"France","Arboretum de Ripaille",46.39154444,6.50088056
botanical_garden,FR,"France","Arboretum de Royat",45.755,3.024
botanical_garden,FR,"France","Arboretum de Saint Guillem",42.4047,2.47972
botanical_garden,FR,"France","Arboretum de Segrez",48.546111111,2.177222222
botanical_garden,FR,"France","Arboretum de Septmonts",49.33,3.36
botanical_garden,FR,"France","Arboretum de Tigny-Noyelle",50.35,1.7
botanical_garden,FR,"France","Arboretum de Tournay",43.185,0.246388888
botanical_garden,FR,"France","Arboretum de Varennes-en-Argonne",49.2262,5.0312
botanical_garden,FR,"France","Arboretum de Vendresse",49.61666667,4.8
botanical_garden,FR,"France","Arboretum de Villardebelle",43.01666667,2.38333333
botanical_garden,FR,"France","Arboretum de Xertigny",48.0438,6.4039
botanical_garden,FR,"France","Arboretum départemental de Beauregard",44.105934166,4.917156111
botanical_garden,FR,"France","Arboretum des Grandes Bruyères",47.836111111,2.757222222
botanical_garden,FR,"France","Arboretum des Grands Murcins",46.2036,5.1426
botanical_garden,FR,"France","Arboretum des Milelli",41.9179,8.7383
botanical_garden,FR,"France","Arboretum des Pouyouleix",45.47307,0.88922
botanical_garden,FR,"France","Arboretum des Prés des Culands",47.823333333,1.694166666
botanical_garden,FR,"France","Arboretum des Quintes",47.87,0.23
botanical_garden,FR,"France","Arboretum des Sarteaux",49.7539,4.7911
botanical_garden,FR,"France","Arboretum du château de Neuvic d'Ussel",45.381,2.273
botanical_garden,FR,"France","Arboretum du Chemin de la Découverte",46.2228,-0.1439
botanical_garden,FR,"France","Arboretum du Chêne-Vert",45.881111111,0.7206
botanical_garden,FR,"France","Arboretum du Col du Las",48.337222222,7.0525
botanical_garden,FR,"France","Arboretum du Cranou",48.317,-4.083
botanical_garden,FR,"France","Arboretum du Figuier",43.42,3.407
botanical_garden,FR,"France","Arboretum du Font de l'Orme",43.801666666,5.063888888
botanical_garden,FR,"France","Arboretum du Grenouillet",43.86453,3.584815
botanical_garden,FR,"France","Arboretum du Haut Jacques",48.275,6.8625
botanical_garden,FR,"France","Arboretum du Lampy",43.36,2.169
botanical_garden,FR,"France","Arboretum du Mas du Rouquet",43.803611111,3.323611111
botanical_garden,FR,"France","Arboretum du Massif des Agriers",45.6864,2.3574
botanical_garden,FR,"France","Arboretum du parc de Rouelles",49.52777778,0.17861111
botanical_garden,FR,"France","Arboretum du Petit-Bois",49.2725,5.141666666
botanical_garden,FR,"France","Arboretum du Planel",42.953055555,2.372780555
botanical_garden,FR,"France","Arboretum du Puy Chabrol",45.67,2.025
botanical_garden,FR,"France","Arboretum du Puy du Fou",46.893333333,-0.931944444
botanical_garden,FR,"France","Arboretum du Sarroudier",43.7755,7.4755
botanical_garden,FR,"France","Arboretum du Treps",43.24,6.31
botanical_garden,FR,"France","Arboretum du Val d'Ainan",45.19,5.778
botanical_garden,FR,"France","Arboretum et parc de la Rigolée",46.5816,3.3137
botanical_garden,FR,"France","Arboretum Gaston Allard",47.451,-0.5425
botanical_garden,FR,"France","Arboretum Jean Aubouin",45.49,0.415
botanical_garden,FR,"France","Arboretum le Jardin de Gaston",43.633148,4.808825
botanical_garden,FR,"France","Arboretum Marcel Kroenlein",44.096111111,7.088333333
botanical_garden,FR,"France","Arboretum municipal de Verrières-le-Buisson",48.75166667,2.27027778
botanical_garden,FR,"France","Arboretum national des Barres",47.83611111,2.75722222
botanical_garden,FR,"France","Arboretum of Canet-en-Roussillon",42.708388888,2.983972222
botanical_garden,FR,"France","Arboretum Paul Barge",46.0321,3.6516
botanical_garden,FR,"France","Arboretum Robert Ruffier-Lanche",45.194167,5.777778
botanical_garden,FR,"France","Arboretum Saint-Antoine",48.041666666,3.911944444
botanical_garden,FR,"France","Arboretum Vilmorin",48.749879,2.268323
botanical_garden,FR,"France","Balata Garden",14.69027778,-61.01583333
botanical_garden,FR,"France","Bambouseraie de Prafrance",44.0703204,3.9772224
botanical_garden,FR,"France","Bayeux",49.2855,-0.7176
botanical_garden,FR,"France","Bayonne",43.4923,-1.4793
botanical_garden,FR,"France","Besançon",47.2433,6.0145
botanical_garden,FR,"France","Bois des Moutiers",49.91166667,0.98305556
botanical_garden,FR,"France","Bordeaux",44.846483333,-0.563402777
botanical_garden,FR,"France","Botanic school of Jardin des Plantes",48.843888888,2.359444444
botanical_garden,FR,"France","Botanical Conservatory of Brest",48.4021,-4.4473
theme_park,FR,"France","Bournat park",44.9129,0.933136
botanical_garden,FR,"France","Briollay",47.565,-0.50722222
botanical_garden,FR,"France","Cactus Park",43.3489,3.4195
botanical_garden,FR,"France","Cactuseraie d'Escaïre-Figue",43.2966,2.2237
botanical_garden,FR,"France","Caen",49.1891,-0.37159
national_park,FR,"France","Calanques",43.20944444,5.44916667
botanical_garden,FR,"France","Camifolia",47.2141,-0.7336
theme_park,FR,"France","Cap'Découverte",44.019833,2.143972
theme_park,FR,"France","Cardoland",47.457936,3.669162
botanical_garden,FR,"France","Causses",44.09861111,3.07833333
botanical_garden,FR,"France","Cayenne",4.939,-52.3203
botanical_garden,FR,"France","Cemetery Cimetière Parc",47.2707,-1.5837
botanical_garden,FR,"France","Centre Horticole de la Ville de Paris",48.7486,2.3389
national_park,FR,"France","Cévennes",44.2,3.4
botanical_garden,FR,"France","Chanousia Alpine",45.674837,6.88052
botanical_garden,FR,"France","Château de Mongenan",44.696111111,-0.430833333
botanical_garden,FR,"France","Château de Vauville",49.635,-1.845277777
theme_park,FR,"France","City of Space",43.58691667,1.49327778
theme_park,FR,"France","Cobac Parc",48.4492,-1.83163
botanical_garden,FR,"France","Col de Saverne",48.750893,7.342065
botanical_garden,FR,"France","Conservatoire du Bégonia",45.9245,-0.9558
botanical_garden,FR,"France","Conservatoire National des Plantes à Parfum, Médicinales, Aromatiques et Industrielles",48.39694444,2.47916667
botanical_garden,FR,"France","Conservatoire national du Pélargonium",47.0719,2.361
botanical_garden,FR,"France","Cordeliers",44.09333333,6.23638889
botanical_garden,FR,"France","D'Alaije",45.365,0.64972222
botanical_garden,FR,"France","D'Aubrac",44.59138889,2.92194444
botanical_garden,FR,"France","D'Auvergne",45.78055556,3.0875
botanical_garden,FR,"France","D'Èze",43.72805556,7.36111111
theme_park,FR,"France","Dennlys Park",50.57055556,2.15416667
botanical_garden,FR,"France","Deshaies",16.2997,-61.7992
theme_park,FR,"France","Didi'Land",48.913038,7.752748
theme_park,FR,"France","Disney Adventure World",48.867222222,2.778888888
theme_park,FR,"France","Disneyland Paris",48.868719444,2.7818
theme_park,FR,"France","Disneyland Park",48.872608,2.776747
botanical_garden,FR,"France","Domaine d'Emeraude",14.7495,-61.10149
botanical_garden,FR,"France","Domaine du Café Grillé",-21.30676,55.42335
botanical_garden,FR,"France","Domaine du Rayol",43.1554,6.4806
botanical_garden,FR,"France","E.M. Heckel",43.2598,5.3847
national_park,FR,"France","Écrins",44.855833333,6.263611111
botanical_garden,FR,"France","Épanchoir de Foucaud",43.2276,2.32
botanical_garden,FR,"France","Espace botanique du Frasnois",46.619,5.8814
botanical_garden,FR,"France","Et verger de La Bussière",46.6353,0.824444
botanical_garden,FR,"France","Ethnobotanical Garden of Eyne",42.475555555,2.079444444
botanical_garden,FR,"France","Ethnobotanical gardens of Gardie",44.1797,4.15083
theme_park,FR,"France","Exalto",45.78549,4.896305
botanical_garden,FR,"France","Exotique de Menton",43.7847,7.5112
theme_park,FR,"France","Festyland",49.182778,-0.423056
theme_park,FR,"France","Fête des Tuileries",48.864596328,2.328470507
theme_park,FR,"France","Floralix",47.8402,1.9377
botanical_garden,FR,"France","Floralpina",50.2852,2.758
theme_park,FR,"France","Foire des Rameaux",45.1955,5.7175
botanical_garden,FR,"France","Foncaude",42.939166,2.914614
national_park,FR,"France","Forêts",47.9,4.83
theme_park,FR,"France","Fort Aventure",48.5972,6.09056
botanical_garden,FR,"France","Fossilea",45.8795,4.6758
theme_park,FR,"France","Fraispertuis City",48.323993,6.728562
theme_park,FR,"France","Futuroscope",46.669166666,0.368888888
botanical_garden,FR,"France","Gondremer",48.2925,6.7225
national_park,FR,"France","Guadeloupe",16.083333333,-61.683333333
national_park,FR,"France","Guiana Amazonian Park",2.83833333,-53.77222222
botanical_garden,FR,"France","Guyana",5.02108,-52.5256
theme_park,FR,"France","Hameau Dubœuf",46.17627,4.73495
botanical_garden,FR,"France","Harmas de Fabre",44.1875,4.84055556
botanical_garden,FR,"France","Henri Gaussen",43.59333333,1.44972222
botanical_garden,FR,"France","Herbarium at Saint-Valery-sur-Somme",50.1889,1.63056
botanical_garden,FR,"France","Herbularium du Morvan",47.2753,4.099
theme_park,FR,"France","Jacquou Parc",44.98938,0.88847
botanical_garden,FR,"France","Jardin Alpin",48.84404,2.3587
botanical_garden,FR,"France","Jardin aux Plantes la Bouichère",43.0692,2.223
theme_park,FR,"France","Jardin d'Acclimatation",48.8775,2.26305556
botanical_garden,FR,"France","Jardin d'acclimatation du Mourillon",43.1088,5.9464
botanical_garden,FR,"France","Jardin d'agrumes du Palais Carnolès",43.7673,7.4886
botanical_garden,FR,"France","Jardin d'altitude du Haut Chitelet",48.05138889,7.01166667
botanical_garden,FR,"France","Jardin d'Éden, Île de la Réunion",-21.0774,55.2294
botanical_garden,FR,"France","Jardin de l'État",-20.887444,55.451611
botanical_garden,FR,"France","Jardin de la Perrine",48.066111111,-0.769444444
botanical_garden,FR,"France","Jardin de Planbuisson",44.8461,0.910278
botanical_garden,FR,"France","Jardin de Saint-Adrien",43.398,3.32553
botanical_garden,FR,"France","Jardin des Arômes",44.3555,5.1343
botanical_garden,FR,"France","Jardin des Olfacties",46.6968,-1.7628
botanical_garden,FR,"France","Jardin des Paradis",44.0644,1.95361
botanical_garden,FR,"France","Jardin des plantes",48.843888888,2.359722222
botanical_garden,FR,"France","Jardin des Plantes d'Angers",47.4748,-0.5445
botanical_garden,FR,"France","Jardin des plantes d'Orléans",47.8908,1.89694
botanical_garden,FR,"France","Jardin des plantes de La Rochelle",46.1651,-1.1505
botanical_garden,FR,"France","Jardin des Plantes de Lille",50.6149,3.0682
botanical_garden,FR,"France","Jardin des plantes de Montpellier",43.6143,3.8717
botanical_garden,FR,"France","Jardin des plantes de Nantes",47.21944444,-1.54277778
botanical_garden,FR,"France","Jardin des Plantes de Poitiers",46.5875,0.348
botanical_garden,FR,"France","Jardin des Plantes de Rouen",49.4221,1.0771
botanical_garden,FR,"France","Jardin des plantes de Saint-Etienne",45.43431,4.39923
botanical_garden,FR,"France","Jardin des Plantes de Saint-Pierre",14.7496,-61.1677
botanical_garden,FR,"France","Jardin des Plantes, Grenoble",45.18752,5.73561
